UID,Time,totalVal
1033085346,2020/3/21,1500
1033085346,2020/3/22,1500
1033085346,2020/3/23,1500
1033085346,2020/3/24,1500
1033085346,2020/3/25,1500
1033085346,2020/3/26,1500
1033085346,2020/3/27,1500
1033085346,2020/3/28,1500
1033085346,2020/3/29,1500
1033085346,2020/3/30,1500
1033085346,2020/3/31,1500
1034442301,2020/1/1,242
1034442301,2020/1/2,242
1034442301,2020/1/3,242
1034442301,2020/1/4,242
1034442301,2020/1/5,242
1034442301,2020/1/6,242
1034442301,2020/1/7,242
1034442301,2020/1/8,242
1034442301,2020/1/9,242
1034442301,2020/1/10,242
1034442301,2020/1/11,242
1034442301,2020/1/12,242
1034442301,2020/1/13,242
1034442301,2020/1/14,242
1034442301,2020/1/15,242
1034442301,2020/1/16,242
1034442301,2020/1/17,242
1034442301,2020/1/18,242
1034442301,2020/1/19,242
1034442301,2020/1/20,242
1034442301,2020/1/21,242
1034442301,2020/1/22,242
1034442301,2020/1/23,242
1034442301,2020/1/24,242
1034442301,2020/1/25,242
1034442301,2020/1/26,242
1034442301,2020/1/27,242
1034442301,2020/1/28,242
1034442301,2020/1/29,242
1034442301,2020/1/30,242
1034442301,2020/1/31,242
1034442301,2020/2/1,242
1034442301,2020/2/2,242
1034442301,2020/2/3,242
1034442301,2020/2/4,242
1034442301,2020/2/5,242
1034442301,2020/2/6,242
1034442301,2020/2/7,242
1034442301,2020/2/8,242
1034442301,2020/2/9,242
1034442301,2020/2/10,242
1034442301,2020/2/11,242
1034442301,2020/2/12,242
1034442301,2020/2/13,242
1034442301,2020/2/14,242
1034442301,2020/2/15,242
1034442301,2020/2/16,242
1034442301,2020/2/17,242
1034442301,2020/2/18,242
1034442301,2020/2/19,242
1034442301,2020/2/20,242
1034442301,2020/2/21,242
1034442301,2020/2/22,242
1034442301,2020/2/23,242
1034442301,2020/2/24,242
1034442301,2020/2/25,242
1034442301,2020/2/26,242
1034442301,2020/2/27,242
1034442301,2020/2/28,242
1034442301,2020/2/29,242
1034442301,2020/3/1,242
1034442301,2020/3/2,242
1034442301,2020/3/3,242
1034442301,2020/3/4,242
1034442301,2020/3/5,242
1034442301,2020/3/6,242
1034442301,2020/3/7,242
1034442301,2020/3/8,242
1034442301,2020/3/9,242
1034442301,2020/3/10,242
1034442301,2020/3/11,242
1034442301,2020/3/12,242
1034442301,2020/3/13,242
1034442301,2020/3/14,242
1034442301,2020/3/15,242
1034442301,2020/3/16,242
1034442301,2020/3/17,242
1034442301,2020/3/18,242
1034442301,2020/3/19,242
1034442301,2020/3/20,242
1034442301,2020/3/21,242
1034442301,2020/3/22,242
1034442301,2020/3/23,242
1034442301,2020/3/24,242
